category,welfareType,servId,servNm,agency,department,intrsThemaArray,lifeArray,srvPvsnNm,sprtCycNm,servDgst,servDtlLink,inqNum,contact
제도,지자체(출자출연기관),SCH00116,특별장학금(전입고등학생),재단법인 상주시장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 장학생 선발 공고일 기준 1년 이내 본인이 관내로 전입하고 관내 고등학교에 재학 중인 학생으로 학교장의 추천을 받은 자 / 장학생 선발 공고일 현재 1년 이상 상주시 관내 거주자 (부모 또는 학생)",http://www.sjjh.or.kr,,
제도,지자체(출자출연기관),SCH00117,특별장학금(다자녀),재단법인 상주시장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 3학년 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 고등학교 3학년 학생○ 다자녀(3자녀 이상)가구 학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일 현재(2025.09.17) 1년 이상 상주시 관내 거주자(부모 또는 학생)",http://www.sjjh.or.kr,,
제도,지자체(출자출연기관),SCH00118,고성군체육진흥기금,경상남도 고성군청,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 고성군체육진흥기금운용심의위원회에서 결정 | [대상] 일반고체육고, 1학년2학년3학년제한없음 | [조건] ※ 대한체육회 등록 선수중 고등학생○ 관내.외 전문체육 육성학교에 재학 중인 학생○ 대한체육회에 등록된 전문 체육선수로서 전년도 전국·도단위대회 이상 공인된 각종 경기에서 3위 이상 입상실적이 있는 자 / 주소지 또는 등록기준지를 고성군 내로 둔 전문체육 선수",https://www.gwgs.go.kr,,
제도,지자체(출자출연기관),SCH00119,고등학생장학(성적),재단법인 거창군장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고외국어고일반고, 1학년2학년 | [조건] 성적우수: 학교 자체 기준에 따라 추천 / 승강기고/ 연극고/ 아림고/ 거창여고/ 거창고/ 중앙고/ 대성고/ 대성일고 재학생 / 공고일 현재 부모가 거창군에 주소를 두고 거주하는 자○ 공고일 현재 거창군 소재 고등학교에 재학 중인 자",http://www.gcdream.kr,,
제도,지자체(출자출연기관),SCH00120,고등학생장학(면학),재단법인 거창군장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년 | [조건] 가정형편이 어려운 자 (저소득층) 및 두두 자녀 이상 가정 / 승강기고/ 연극고/ 아림고/ 거창여고/ 거창고/ 중앙고/ 대성고/ 대성일고 / 공고일 현재 학생이 거창군 소재 고등학교를 졸업(예정)하고 고등교육법 제2조의 대학에 입학하였거나 재학중인 자",http://www.geochang.go.kr/portal/index.do,,
제도,지자체(출자출연기관),SCH00121,예·체능 및 과학 특기장학금,재단법인 거창군장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고예술고체육고, 1학년2학년3학년제한없음 | [조건] 2025년 예·체능 등 전국대회 3위 이내 또는 도단위 대회 1위 수상자 및 단체○ 국가대표 및 이에 상응하는 대표로 선발된자 및 단체※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일 현재 학생이 거창군 소재 초/ 중/ 고 및 대학에 재학 중인 자○ 부모가 거창군에 주소를 두고 예체능 등 특별한 사정에 의해 타 지역으로 진학한 학생 포함",http://www.geochang.go.kr/portal/index.do,,
제도,지자체(출자출연기관),SCH00122,저소득 주민자녀 장학금,경상남도 통영시청,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 일반고, 1학년2학년3학년 | [조건] 전체 교과목의 50% 이상이 교과목별 성취도 60점 이상인 자 / 국민기초생활 보장법에 따른 기초생활수급자 및 차상위 계층 자녀※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 통영시 관내 학교를 6년 이상 다닌 재학생○ 학업성적 우수표창 또는 각종 대회 입상 경력이 있는 학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 주민등록상 6년 이상 통영시에 주소를 둔 자",http://www.tongyeong.go.kr/main/,,
제도,지자체(출자출연기관),SCH00123,근로청소년,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 이내 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 중위소득 120% 이하인 가구 / 산업체 근로청소년 중 경제적 사정으로 교육을 받기 어려운 사람으로써 학업을 계속하기 곤란한 사람과 학교생활에서 모범을 보이며 직장에서 근무성적이 우수한 자 ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일 현재 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00124,의용소방대자녀,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 이내 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 학과성적이 재적 학년 정원의 100분의 50 이내인 자 / 중위소득 120% 이하인 가구 / 제주특별자치도 의용소방대원으로 3년 이상 근속한 사람의 자녀로서 경제적으로 어려워 고등학교 교육을 받기 어려운 자○ 품행이 단정한 자○ 기능/ 체육/ 예능에 소질과 재능이 뛰어난 자 / 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00125,모범청소년,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 이내 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 입학 또는 재학 중 학과성적이 재적학년 정원의 100분의 20이내인 사람 / 중위소득 120% 이하인 가구 / 품행이 단정하고 경제적으로 어려워 고등학교 교육을 받기 어려운 학생○ 기능/ 체육/ 예능에 소질과 재능이 뛰어난 사람 / 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00126,의사상자자녀,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 이내 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 중위소득 120% 이하인 가구 / [제주특별자치도 의사상자 예우 및 지원에 관한 조례] 제 2조에서 정의한 의사상자 유족 및 가족 중 경제적으로 어려운 사람 / 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00127,중증장애인가족 및 다문화가족자녀,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 중위소득 120% 이하인 가구 / [장애인복지법]에 따라 등록된 중증 장애인 가족○ [다문화가족지원법] 제 2조에서 정의한 다문화가족 / 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00128,청소년지도협의회회원자녀,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 이내 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 제적학년 정원의 100분의 50이내 / 중위소득 120% 이하인 가구 / 기능/체육/예능에 소질과 재능이 뛰어난 자○ 청소년지도위원으로 2년 이상 활동한 현직 청소년지도위원의 자녀 / 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00129,지역자율방재단회원자녀,제주특별자치도청,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 1인당 250만원 이내 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 품행이 단정하고 입학 또는 재학 중 학과성적이 재적학년 정원의 100분의 50 이내인 사람 / 중위소득 120% 이하인 가구 / 제주특별자치도 지역자율방재단원으로 3년 이상 근속한 사람의 자녀로서 경제적으로 어려워 고등학교 교육을 받기 어려운 사람○ 기능/ 체육/ 예능에 소질과 재능이 뛰어난 사람 / 본인이나 그 보호자가 제주자치도에 거주하는 자,https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00130,공항소음대책지역 장학금,제주특별자치도청,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 지역구분(50점)○ 거주기간 (50점)○ 가점 (10점)※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일 기준 소음대책지역(인근지역 포함)에 2년 이상 계속 주민등록된 고등학교 재학생",https://www.jeju.go.kr/index.htm,,
제도,지자체(출자출연기관),SCH00131,예체능특기자,금천미래장학회,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 개인 :150만원○ 단체 : 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 가정형편이 어려운 학생 / 관내 고등학생으로 예술/체육/과학/수학/문학 분야 등의 전국 규모 이상의 대회에서 우수한 성적으로 입상한 개인 및 단체 / 공고일 현재 기준 금천구에 1년 이상 거주하고 초중등교육법 제2조에 따른 금천구 관내의 고등학교에 재학 중인 자 또는 동 연령의 학교밖 청소년(예체능특기는1년 미만 거주자도 인정)",http://www.gcmirae.or.kr,,
제도,지자체(출자출연기관),SCH00132,선행장학생,금천미래장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 관내 고등학생으로 사회에 모범이 될 만한 선행을 행한 학생(인정 기간: 2024.1.1 ~ 공고일)※ 교내 봉사활동 실적 미인정 / 공고일 현재 기준 금천구에 1년 이상 거주하고 초중등교육법 제2조에 따른 금천구 관내의 고등학교에 재학 중인 자 또는 동 연령의 학교밖 청소년",http://www.gcmirae.or.kr/ ,,
제도,지자체(출자출연기관),SCH00133,자기주도꿈이룸,금천미래장학회,,교육,청소년,장학금/소득구분,특정기간,"[지원내용] ○ 150만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 저소득 가정의 고등학생 / 저소득 가정의 고등학생으로 자기의 꿈을 이루기 위해 성적향상/ 예술/ 체육/ 기타 분야에 자기주도적인 자기 발전 계획을 수립하고 실천할 의지가 있는 학생 / 공고일 현재 기준 금천구에 1년 이상 거주하고 초중등교육법 제2조에 따른 금천구 관내의 고등학교에 재학 중인 자 또는 동 연령의 학교밖 청소년",http://www.gcmirae.or.kr/ ,,
제도,지자체(출자출연기관),SCH00134,도전꿈나래장학생,금천미래장학회,,교육,청소년,장학금/기타,특정기간,"[지원내용] ○ 240만원 (월 20만원씩 1년 지원) | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 예체능/학습 분야뿐만 아니라 다양한 분야에 특별한 소질이 있어 재능계발을 위해 경제적 지원이 필요한 학생※ 웹툰 작가/유튜브 크리에이터/코딩 개발자/로봇공학자/스토리텔러 등 다양한 분야로 지원 가능 / 공고일 현재 기준 금천구에 1년 이상 거주하고 초중등교육법 제2조에 따라 금천구 관내의 초·중·고등학교에 재학 중인 자 또는 동 연령의 학교밖 청소년",http://gcmirae.or.kr,,
제도,지자체(출자출연기관),SCH00135,특기장학금,재단법인은평구민장학재단,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 50만원 | [대상] 예술고일반고체육고, 1학년2학년3학년제한없음 | [조건] 기준 중위소득 180% 이하※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 고등학교 재학생으로서 입상성적이 있는 자(단체 제외)※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일 현재 은평구에 2년 이상 계속 거주(주민등록기준)하고 있는 고등학교 재학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고",https://www.epjh.or.kr,,
제도,지자체(출자출연기관),SCH00136,고등학생장학금,부산진구장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 1인당 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년 | [조건] 인문계 : 해당과목 3과목 (국어/영어/수학) 평균성적 3등급 이내인 자○ 실업계 : 해당과목 3과목 (국어/영어/수학) 평균성적 4등급 이내인 자 / 전국 가구 월평균소득(4인기준)이하인 자 / 보호자가 부산진구 관내에 주소를 두고 선발계획 공고일 현재 3년 이상 계속 거주하고 있는 구민의 자녀",http://www.busanjinsf/kr,,
제도,지자체(출자출연기관),SCH00137,장학생,재단법인 동래장학회,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고 | [조건] ※ 기관확인필요 / 공고일 기준 학생 또는 보호자가 1년이상 계속하여 동래구에 주민등록을 두고 실제 거주하고 있는 고등학생,http://dongnaesf.kr,,
제도,지자체(출자출연기관),SCH00138,장학생,(재)부산북구장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] (1학년)직전학기 성적 평점 4등급 이내.(23학년) 직전학기 성적 평점 7등급 이내 / 신청일 현재 북구 관내 3년 이상 계속 거주자(세대주/ 보호자)의 자녀",http://www.bsbukgusf.kr/,,
제도,지자체(출자출연기관),SCH00139,우수대학 입학생 장학생,(재)부산북구장학회,,교육,청소년,장학금/해당없음,특정기간,[지원내용] ○ 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 2025년 12월 ~ 2026년 2월 관내 고등학교 졸업(예정)자 중 우수대학(서울대학교/카이스트/포항공대) 입학자로 신청일 현재 3년 이상 계속 북구 거주자○ 관내 고등학교(10개교): 경혜여자고등학교 부산백양고등학교 성도고등학교 삼정고등학교 금곡고등학교 금명여자고등학교 화명고등학교 낙동고등학교 만덕고등학교 부산강서고등학교 / 관내 고등학교(10개교)※ 자세한 사항은 첨부파일 또는 홈페이지 참고,https://bsbukgusf.kr,,
제도,지자체(출자출연기관),SCH00140,관내 고등학교 장학생,(재)부산북구장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 50만원 | [대상] 일반고, 1학년2학년3학년제한없음 | [조건] 학업성적이 우수하거나 예체능 등 각 분야에 뛰어난 자질을 갖춘 자 / 가정형편이 어려운 학생 중 타의 모범이 되는 자 / 관내 고등학교(9개교) / 신청일 현재 3년 이상 계속 거주자(세대주 보호자)의 자녀이고 관내 고등학교 재학중인 자",https://www.bsbukgusf.kr,,
제도,지자체(출자출연기관),SCH00141,장학생,(재)행복영도장학회,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 총지급금액: 1억2천6백만원 (별도 금액 확인 필요)※ 자세한 사항은 첨부파일 또는 홈페이지 참고 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 학업우수: 학년 교과목 성적이 상위 20% 이내인 학생○ 생계곤란: 성적우수기준에 미달한 경우라도 경제적 이유로 학업이 곤란한 자○ 특기: 문화/예술/체육/과학 기능분야에 소질과 재능이 뛰어난 학생으로서 공고일 기준 1년 이내에 시 단위 이상의 대회에서 1위 입상(전국대회는 3위 이상) 또는 자격 취득자 / 공고일 현재 1년 이상(만학도 장학생 경우 공고일 현재 5년 이상) 영도구에 거주하는 중·고·대학교(1학년~3학년) 재학생 및 학교 밖 청소년※ 자세한 사항은 첨부파일 또는 홈페이지 참고,https://www.yeongdo.go.kr/00000/00007/00013.webamode=view&not_ancmt_mgt_no=35078&type=A,,
제도,지자체(출자출연기관),SCH00142,진학장학생,재단법인 달성교육재단,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 100만원 | [대상] 일반고 | [조건] 대구광역시 소재 고등학교 성적우수 입학생(고1) / 해당없음 / ※ 기관확인필요 / 선발공고일 현재 달성군에 등록기준지 또는 주소를 2년 이상 계속 두고 있는 군민 또는 그의 자녀,http://www.dalseong.daegu.kr,,
제도,지자체(출자출연기관),SCH00143,예/체/기능 특기자,재단법인 달성교육재단,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 50만원 | [대상] 예술고체육고 | [조건] 해당없음 / 해당없음 / 초/중/고등학교 재학 중인 예/체/기능 특기자로서(단 전년도 실적 기준으로 당시 고등학교 3학년 생의 경우에는 대학 신입생도 지원 가능)○ 2025년 전국대회 3위 이상 입상자○ 2025년 시/도 단위대회우승자○ 2025년 국가대표 선수로 선발된 실적이 있는 자○ 선발분야 : 과학/수학 경시대회/ 미술/음악/체육 등 / 선발공고일 현재 달성군에 등록기준지 또는 주소를 2년 이상 계속 두고 있는 군민 또는 그의 자녀,http://www.dalseong.daegu.kr,,
제도,지자체(출자출연기관),SCH00144,동틈망장학생,재단법인 달성교육재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 60만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 해당없음 / 달성교육지원청 교육장의 추천을 받은 학생 / 공고일 현재 달성군에 등록기준지를 두거나 주소를 2년 이상 계속 둔 군민 또는 그의 자녀",http://www.dalseong.daegu.kr,,
제도,지자체(출자출연기관),SCH00145,지역사회공헌장학생,재단법인 달성교육재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 해당없음 / 지역사회에 봉사정신을 적극적으로 실천하여 타의 모범이 되고 특별한 공로를 인정받아 행정기관또는 교육기관의 추천을 받은 학생 / 공고일 현재 달성군에 등록기준지를 두거나 주소를 2년 이상 계속 둔 군민 또는 그의 자녀",http://www.dalseong.daegu.kr,,
제도,지자체(출자출연기관),SCH00146,북한이탈주민가정장학생,재단법인 달성교육재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 60만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 해당없음 / 달성군 북한이탈주민 지원업무 담당과장 추천 학생 / 공고일 현재 달성군에 등록기준지를 두거나 주소를 2년 이상 계속 둔 군민 또는 그의 자녀",http://www.dalseong.daegu.kr,,
제도,지자체(출자출연기관),SCH00147,우수장학금,(재)대구동구교육재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 2학년3학년 | [조건] 대구시 내 고등학생 중 직전학년 석차연명부 5% 이내인 자 / 공고일 현재 대구시내 고등학교에 재학중인 자 / 공고일 현재 계속하여 1년 이상 대구 동구에 주민등록을 두고 거주하는 자",http://www.donggujhh.or.kr,,
제도,지자체(출자출연기관),SCH00148,특기장학금,(재)대구동구교육재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 영재고예술고일반고체육고, 1학년2학년3학년제한없음 | [조건] 대구시 내 고등학교에 재학 중인 학생○ 2025년 광역시 도 이상 규모의 공공기관 또는 해당 단체가 주최(주관)하는 대회에서 3위 이내의 성적으로 입상한 자 / 공고일 현재 계속하여 1년 이상 대구 동구에 주민등록을 두고 거주하는 자",http://www.donggujhh.or.kr,,
제도,지자체(출자출연기관),SCH00149,희망장학생,(재)대구동구교육재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 직전학년 석차연명부 50% 이내인 자자 / 국민기초생활수급대상 및 차상위계층 가정의 자녀·다자녀·다문화·북한이탈·한부모 및 조손 가정 자녀 / 대구시 내 고등학교에 재학 중인 학생 ○국민기초생활수급대상 및 차상위 등 저소득 가정의 자녀/ 다자녀(3명 이상)/ 다문화/ 북한이탈/ 한부모 및 조손가정 자녀 / 공고일 현재 계속하여 1년 이상 대구 동구에 주민등록을 두고 거주하는 자",http://www.donggujhh.or.kr,,
제도,지자체(출자출연기관),SCH00150,특기 장학생,재단법인 대구광역시서구인재육성재단,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 예술/체육/문학/기능 등 분야에서 공공기고나 및 유관단체 대회 3위 이상 입상 또는 기타 대회 1위 이상 입상자※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 선발 공고일 현재 1년 이상 대구광역시 서구 관내 주소를 두고 거주하는 구민 또는 그 자녀로서 고등학교 재학생",http://www.dgs.go.kr/main/main.php,,
제도,지자체(출자출연기관),SCH00151,희망 장학생,재단법인 대구광역시서구인재육성재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 직전 학기 이수과목의 50% 이상이 5등급 이상※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 기초생활수급자/차상위계층/법정한부모가구 / 고등학교 재학 중인 학생 / 선발 공고일 현재 1년 이상 대구광역시 서구 관내 주소를 두고 거주하는 구민 또는 그 자녀로서 고등학교 재학생",http://www.dgs.go.kr/main/main.php,,
제도,지자체(출자출연기관),SCH00152,모범 장학생,재단법인 대구광역시서구인재육성재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 고등학교 재학 중인 학생 중 학교장의 추천을 받은 자 / 선발 공고일 현재 1년 이상 대구광역시 서구 관내 주소를 두고 거주하는 구민 또는 그 자녀",http://www.dgs.go.kr/main/main.php,,
제도,지자체(출자출연기관),SCH00153,장학생,재단법인강화군장학회,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 50만원○ 예체능특기자의 경우 결정액○ 선발 심의위원회 심사와 이사회 의결 후 대회 성격과 성적에 따라 장학금 차등 지급 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고 | [조건] 입학성적 또는 직전 학업 성적이 학년 20% 이내인 학생 (70명 중 50명 선발) / 생활환경이 어려운 학생 (해당 증명서 제출/70명 중 20명 선발) / 관내 각 고등학교 재학 중인 자(개인신청 불가)○ 본 장학회의 학교별 배정인원 범위 내에서 학교 규정에 따라 학교장이 추천한 자에 한함○ 관내 고등학생으로서 2025년도 국제대회 또는 전국 및 광역시/도 단위 이상 대회 수상 학생 또는 강화군의 위상을 높인 학생 / 강화군 관내에 주소를 두고 장학생 선발 공고일 현재 계속하여 3년 이상 주민등록이 되어있는 군민의 자녀,http://www.ganghwa.go.kr,,
제도,지자체(출자출연기관),SCH00154,이사장추천장학생,빛고을장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 80만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 상생일자리 / 환경관리원 / 모범운전자 / 전업미술가 자녀○ 학교 밖 청소년 / 자립준비 청년 / 공고일 현재 1년 이상 광주광역시에 주민등록이 되어 있는 자로서 광주광역시 지역 내 소재 재학중인 고등학생 또는 학교 밖 청소년",https://www.gwangju.go.kr,,
제도,지자체(출자출연기관),SCH00155,생계곤란 장학생 ,빛고을장학재단,,교육,청소년,장학금/소득구분,특정기간,[지원내용] ○ 80만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고 | [조건] 기초생활수급자 / 긴급재난이나 불의의 사고 및 그 밖의 사정 등으로 인하여 생활형편이 곤란하다고 인정되는 자○ 국가유공자 자녀 및 손자녀○ 5.18 유공자 자녀 및 손자녀 / 공고일 현재 1년 이상 광주광역시에 주민등록이 되어 있는 자로서 광주광역시 지역 내 소재 재학중인 고등학생,https://www.gwangju.go.kr,,
제도,지자체(출자출연기관),SCH00156,예체능 특기 장학생,빛고을장학재단,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 80만원 | [대상] 예술고체육고, 1학년2학년3학년제한없음 | [조건] 전국 규모의 각종 대회에서 3위 이상 입상한 장래성과 발전가능성이 많은 개인 또는 단체 / 공고일 현재 1년 이상 광주광역시에 주민등록이 되어 있는 자로서 광주광역시 지역 내 소재 재학중인 고등학생",https://www.gwangju.go.kr,,
제도,지자체(출자출연기관),SCH00157,학업장려장학생,빛고을장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 80만원 | [대상] 과학고국제고마이스터고영재고외국어고일반고, 1학년2학년3학년제한없음 | [조건] 직전학기 학업성적이 전체과목 중 과반수 과목이상 60%(5등급)이내의 사람 / 공고일 현재 1년 이상 광주광역시에 주민등록이 되어 있는 자로서 광주광역시 지역 내 소재 재학중인 고등학생",https://www.gwangju.go.kr,,
제도,지자체(출자출연기관),SCH00158,성적우수장학생,재단법인 대전광역시서구인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 공고일 기준 1년 동안의 성적이 상위 2등급 이상(1.00~2.99)인 학생○ 1학년 : 중3학년 2학기 성적 평균 80점 이상 + 고1학년 1학기 성적 1등급 이상 / 대전광역시 소재 고등학교 재학생 / 선발공고일 기준 6개월 전부터 대전광역시 서구에 주소를 둔 학생",http://www.seogu.go.kr,,
제도,지자체(출자출연기관),SCH00159,행복장학생,재단법인 대전광역시서구인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 공고일 기준 1년 동안의 성적이 상위 6등급 이상(1.00~6.99)인 학생○ 1학년 : 중3학년 2학기 성적 평균 60점 이상 + 고1학년 1학기 성적 4등급 이상 / 국민기초생활보장법상 수급자 중 생계·의료급여대상자 및 차상위 계층의 자녀 / 대전광역시 소재 고등학교 재학생 / 선발공고일 기준 6개월 전부터 대전광역시 서구에 주소를 둔 학생",http://www.seogu.go.kr,,
